shipment_id,amount
14427150896671,21
20222350932791,14
17427150932743,79.35
20210850878059,14
20228450968275,14
20215950910042,19.39
20222350855483,15.18
20217950881124,17.25
20222350913636,14
26722350970502,27.6
22333650933531,14
22333650933634,14
22333650934071,14
20215950923222,36.23
25110750922224,14
14421450840598,22.07
17428450885835,14
20215950899957,14
20211050866137,14
20217950864902,17.25
20222350866557,18.98
20222350930618,14
20222350889052,14
20215950928090,14
14427150942317,14
14433650941502,14
14427150938870,14
14421450915987,14
22327150938515,15.17
14419950895595,28.62
20222350894221,14
20211050948635,14
28816750928222,14
25121450890003,14
20216750802411,14
20228450905905,31.39
20217950883756,14
20211050944488,14
25133650932078,14
14413550906181,14
25128450864594,14
20211050907959,16.42
20215850913460,14
26733650942988,20.7
20220250971568,21.73
20215850883229,16.21
20222350893009,97.98
25120250663216,14
20220250894620,14
20222350936524,14.83
20211050870158,15.17
20215850916264,18.62
20222350883689,18.98
20222350919552,21.82
20220250960360,24.15
20220250905762,25.52
21322350964325,34.22
14420250786920,48.91
20215850902389,14
20215850930170,17.94
20215950893808,19.32
14420250785169,14
14420250780405,14
14424050871876,14
14416550918087,14
14424050916954,14
14427150898410,14
14415950948959,14
14415850975740,14
14425550925740,14
20217450910156,14
20222350881068,20.15
20217250944542,14
25122350950241,44.85
22322350972370,24.19
17434050887396,15.86
22323750934054,24.84
20222350913885,14
20210350941282,16.54
20211050870749,18.62
20222350882834,22.77
202341050813905,82.8
20222350859887,14.48
25127150931916,14.48
22320250775859,106.19
20222350902333,14
20222350929547,20.7
22325550938933,18.11
14420250889562,14
14434050918974,14
14421050895996,14
14421050919984,14
14423750950583,14
144137650942309,14
14422350969944,14
14422350973085,14
38323750950437,14
14422350962361,18.28
14422350966836,21.73
20222350906685,14
25121050939614,14
20231850959305,15.66
20222350880645,19.32
22322350968298,20.01
20222350932880,14
19521050934005,15.59
20222350904626,20.7
20222350905296,29.66
20222350935947,31.39
20210350902452,14
195341050907329,14
14423750897386,14
14421050950009,37.26
20234050924096,15.18
223341050940622,29.6
20217250970877,77.27
14422350967284,20.7
20210750818492,34.5
20222350924447,15.18
20222350926841,22.07
14420250841813,71.74
25110350908834,14
20220250915512,14
14425150948776,18.22
20220250906575,14
20220250958962,14
20228450905888,16.14
20228450962562,25.06
26726750999145,14
25131150973715,14
25127150920499,14
14421050943594,89.69
20220250853818,14
20232550870568,15.18
20220250924101,28.98
20211050948413,16.56
20231150885601,17.24
20222350944162,17.93
22327150904944,14
271205450902957,14
20222350909087,14
14411650898615,17.94
17421050945004,14
14427150942675,31.05
20228450969727,14
20211050915135,24.15
25122350901953,14.48
25114450901626,20.7
14442450754067,14
14421550826307,14
14421050898566,14
38327150947878,14
15822350931301,59.34
20222350946304,14.48
14427150940808,14.83
14422350960685,18.22
20214450894405,14
20220250941761,75.2
20220250918700,41.38
22327150951856,317.06
25127150953401,14
38322350962277,14
20222350932292,14
20222350932089,20.15
20228450878189,14
20222350884420,14
20217450900682,14
20228450900598,14
25113450898223,44.85
25111150917520,14
20222350882882,14
20217450863977,14
20213450775529,16.55
20211050852606,24.13
20250550893741,14
20222350913332,27.6
20214450909637,14
22325550934117,14
25113450938483,14
20228450889600,14
14420250902798,52.78
20228450836644,14
20213550942673,14
20220450885201,16.55
20211050938038,18.62
20222350915223,60.38
22330450906661,14
20228450930776,14
20222350875931,14
20228450929148,15.18
20222350876093,17.94
20211050893793,17.94
20228450930386,20.7
20231150893548,23.46
14422350896322,14
14421450923836,14
14422350923912,14
14413450942091,14
14422350951740,14
22322350961925,14
38333250950450,14
11913450905574,20.36
20222350951897,14
20214450889659,14
20233250894389,14
20210750868173,14
20229350922104,14
14410150940451,14
20222350914661,14
20217450905244,14
22317250887823,35.87
22322350953834,19.32
22322350953833,34.02
25122350965523,22.77
20210150890863,21.04
119632350903746,14
25127150909332,14
14412450936367,20.7
14422350948814,23.11
20211050942145,14
20210150882906,14
20210150886960,14
20210750878259,55.2
20220450920364,15.18
20217250942107,14
20222350908111,14
20220450935630,15.18
20211050950864,14
20222350923152,40.92
27122350931572,14
27124150883051,46.92
20222350909998,14
20222350920098,17.24
20222350886535,15.87
20217250909081,34.84
20229350816376,14
14424150908689,20.69
14427150949217,14
14422350974728,14
20222350926733,14
20222350944416,14
20211050876707,14
20222350900890,17.94
20211050916370,18.62
20211050873214,18.98
20220450920028,23.46
20220450857406,32.77
20222350862507,47.95
21318550909917,31.04
25124150901835,14.48
20222350929672,14
20210150875901,41.4
20222350860178,14
20222350860129,14
22310150938897,16.87
14421050896287,14
14424150898304,14
14422350918103,14
14410150898049,14
14410150926336,14
14421050941003,14
14422350938852,14
14431150948858,14
14422350971045,14
14415850985009,14
14422350983193,14
14422350971104,14
14429350961249,14.83
14410750897479,35.4
28821050899557,27.95
19527150935158,14
19522350963774,14
20220250900589,14
20217450911460,14
20225450920431,15.18
14417450924406,14
20228450924709,37.95
20217450909862,14.34
20222350908153,14
20222350908116,14
20210750923162,24.15
14420250912808,14
20220250973138,14
20217450808645,95.22
14431150937953,28.62
20215950884703,22.07
14422350968510,22.07
20222350918334,14
20222350928295,16.91
20210150878742,17.53
20220250962239,18.62
20222350936535,18.98
20225150899064,22.08
20228850899096,22.08
20222350912538,89.7
20229350859994,14
25116550859737,14.48
25127150878906,14.48
25127150858955,20.7
25116750901619,20.7
25110150930669,27.59
14428850899325,14
20228450859659,14
20220850952792,16.56
20222350929552,26.22
20214450929850,31.74
20220250930307,46.23
22320250803711,14
14441550887907,14
14431950886754,14
14427150916238,14
14428850919022,14
14425450896896,14
14422350918032,14
14428850919726,14
14428850925393,14
14427150925382,14
14427150941012,14
14414450971085,14
14422350969897,14
14422350971646,14
14419950919206,14
14413450918065,21
22322350906462,20.34
14422350960824,18.22
20215850954865,65.2
29327150930490,14
14413450776245,25.46
19527150935174,14
17417450960801,79.34
22322350968294,14
20222350928729,34.5
20222350914558,14
20231150913088,14
20222350879410,14
20213450905441,14
20222350904581,20.15
22324450932477,14
22324450896082,14
22324450932469,14
22324450913659,14
22314450959465,16.21
22322350759672,37.95
22317450922992,17.25
25127150919579,14
20228850933248,14
20222350854735,14
20214450873911,28.98
22313450895441,14
20222350900131,14
20222350881234,14
20222350913630,15.18
20217450924543,15.17
25122350940650,14
14416750934424,14
25111150894028,14
25113150694855,14
25122350888785,14
27122350935171,14
27122350935846,19.31
20211050907630,14
20215850920032,14
20222350907755,54.85
20211050864293,16.91
20222350917748,14
14416750914201,14
17422350966687,14
20214450915351,14
20222350875640,21.82
20230250901516,60.38
20211050942533,60.38
20213450882707,14.48
14417250899275,14
20222350902199,14
20222350902234,26.5
20220250929474,16.56
20233250875798,17.94
20222350875897,17.94
20231150929949,19.32
22327150913699,14
14427150895910,14
14428850896441,14
14418850916249,14
14422350950154,14
14424450941882,14
15822350958133,33.12
14427150940145,18.22
14418850944417,32.07
14422350968961,35.52
20222350913127,136.62
223137650938604,14
20222350905781,14
20211050917050,14
22322350961736,24.49
20217450888403,14
20222350774787,15.16
20227150486288,28.63
20222350873930,14
22324450897349,14
20222350913599,15.18
20217450900209,15.18
20222350879247,14
20233750848799,14
20222350908412,14.83
20222350918357,18.62
20230250916575,18.62
20217450893014,22.36
20222350942222,24.15
25122350948726,14.48
14431150899281,14
20222350902348,14
20222350930685,14
20215950929475,16.56
20222350875900,17.94
20225150856371,19.32
20222350876077,19.32
20222350860115,31.03
20222350917839,50.02
14427150948981,14
14422350947964,14
14422350971065,14
14422350941885,14
14422350971853,14
22322350961931,17.94
22320250905597,17.31
20222350894412,14
22322350882529,24.67
25117450865740,14
20222350931974,14
20217250985221,32.77
20211050936107,14
20230250872428,14
20231150907851,14
20222350904605,19.6
20217450932085,20.7
20222350915092,27.05
20222350857845,32.43
14430250964695,24.84
20230250941928,49.68
22317250850011,16.66
20222350900741,14
20220250944545,14
20217450910628,14
20215950909879,14
20222350900204,14
20222350942414,15.18
20233750734446,28.98
26725450940794,24.15
20222350888742,17.24
22322350905233,14
22317450933596,14
20217450781451,28.08
14417450912028,14
25127150909607,14
20230250906915,14
20220250961620,31.05
14417450880000,64.58
20222350940680,14
20217450940676,25.88
251613450857014,14
14415950953745,79.69
14446550931480,53.81
14410150931401,125.57
144613450949229,14
14415950974740,14
14422350974770,14
144613450949298,24.15
17420450966678,14
17422350972706,14
20222350918888,19.99
20222350944312,14
20222350926749,14
20214450905743,14
20222350905732,14
20222350940279,14
20217450884909,14
20222350884096,14
20217450918726,18.62
20222350944068,24.14
20229250907522,24.15
20217450822613,25.18
20222350908346,25.18
20217450857759,51.68
20222350859955,63.8
25127150895125,14.48
25128850931162,17.11
25117450931566,20.7
25121650901204,41.39
28817450928004,62.1
20229250922361,14
20222350902401,14
20222350902357,14
20215950930017,14
20230250929751,15.18
20222350929637,15.18
20222350929441,17.94
144613450898275,14
144643550918996,14
14446550925737,14
14413550918995,14
14446550942069,14
14427150943102,21
14410750897534,21
14427150917945,21
14427150919168,21
144613450943129,21
22322350933838,58.33
14426750941049,14.83
14422350963697,18.22
14417450942780,28.62
20215950894379,14
28822350970692,14.49
20222350892054,14
20222350925937,76.94
20211050959317,14
19520250889163,14
20214450928728,20.7
20226950914575,14
19522350959328,62.1
202621850879274,14
20226750878660,15.18
22346550919465,45.53
20228850863980,14
20213550852630,14
20215950514214,14
20222350889457,14
20217450948649,15.18
20211050935460,20.7
20241550818572,15.18
20222350913941,15.18
20292650935897,16.56
20214450932330,14
22328350868384,14
20217450899165,20
20217450884048,47.82
20222350918955,95.91
27117450958771,14
20211050965560,14
20229250911885,14
20222350911142,14
14416550938837,20.69
14422350965270,20.69
20218850850308,14
20229250689248,18.61
20292650870161,14
20222350913999,14
20220850974509,14
20217450918462,18.62
20225150918252,18.62
20222350882897,22.77
20228450911899,27.6
20229250899090,27.6
20217450915892,14
20222350883469,14
20222350902334,14
20217450930731,15.15
20231550902236,19.62
20228850927521,14
20222350930216,14
20215950929320,14
20222350930394,16.56
20222350929155,18.63
20222350876056,20.7
20222350893855,46.23
20215950880445,14
20215950880447,14
20228350917172,14
14422350972627,14
14422350975761,14
14422350973808,14
38316550948685,14
14422350960893,18.22
14422350963672,18.22
20220850939518,14
28817450949895,14
20214450909963,14
20211050961143,14
19514450962195,14
20229250894127,14
20222350913482,14
20292650906108,14
20229250932377,14
20231950837673,14
22315950959541,16.21
20222350933207,29.97
20217450918908,23.46
25130250923346,44.85
20217450940453,14
20211050695611,17.24
20220850696155,22.75
20222350774911,25.51
20228350887061,14
20222350910048,28.98
20217450913568,14
20222350924553,20.7
25122350969317,14
14433250939806,14
14429350964114,62.77
20217450906930,14.49
25122350896985,14
20228850935476,30.7
20220250968262,14
25134050856938,14
14443850909306,18.61
26720250914740,14
14422350965482,20.69
25110750895313,14
25133250862949,14
25133250935035,14
22310150939939,28.29
20214450905369,14
20210750852227,18.62
20214450899004,20.7
20230850894638,22.08
20214450894667,23.46
20222350912720,24.14
20214450900419,27.6
20222350833887,62.1
20217450829240,67.62
20222350900859,14.48
22327150939721,46.02
20234050875961,17.94
20222350876058,19.32
20216850893794,20.7
20217450893478,35.88
20222350880467,14
20234050880187,14
14410150892802,14
14416950885700,14
14416950919225,14
14433250897552,14
14427150898464,14
14443850898640,14
14416850895973,14
144641150896657,14
14416850919187,14
14443850919801,14
14412950922388,14
14443850950794,14
144359350943239,14
14422350948891,14
14434050926304,14
14422350948875,14
14422350938417,14
14422350973838,14
14443850943238,21
38327150950414,14
22327150938512,14
15814450960313,40.7
14427150941286,14.83
14422350966375,14.83
14422350962104,21.73
20210750936751,14
20231550889749,14
22322350961092,38.05
20222350892055,14
20234050918644,14
20214450927661,124.2
20220250961241,14
20222350878375,14
25110750950543,14
20222350927664,14
38327150952745,32.09
20220250963597,14
20231550884621,14
20222350907867,14
20222350884596,20.7
19543850931332,22.7
20222350904721,14
20222350904625,20.7
20222350905805,18.28
14422350968384,14
14434050904803,15.17
17427150961039,84.87
22322350959933,24.07
22322350953859,26.57
25117450940765,14
20222350900599,14
20243850847079,15.53
25134050890103,44.85
25117450950257,44.85
14427150943763,20.36
20222350828770,14
20222350774625,30.69
20222350889469,15.18
20222350924143,14
20222350900567,14
20228850882007,14
20228450924337,15.18
20217450913457,18.63
